,ID,birth_year,education,marital_status,income,number_of_children,days_since_last_purchase,customer_enrollment_date,customer_complaint_status,discounted_purchases,website_purchases,catalogue_purchases,store_purchases,web_visits_month,campaign1_accepted,campaign2_accepted,campaign3_accepted,campaign4_accepted,campaign5_accepted,total_purchases,total_campaigns_acc
240,946,1958.0,Master,Together,26490,0,92,2012-09-22,False,2,3,1,5,6,0,0,0,0,0,22,0
241,9140,1960.0,Master,Together,50523,2,89,2013-12-25,False,2,2,0,4,6,0,0,0,0,0,16,0
242,269,1963.0,PhD,Single,46757,1,71,2012-11-16,False,6,4,4,7,9,0,0,0,0,0,42,0
243,577,1976.0,Master,Together,26907,2,10,2013-08-20,False,2,1,0,3,7,0,0,0,0,0,12,0
244,7002,1955.0,Graduation,Single,62535,1,13,2013-03-10,False,1,3,2,8,3,0,0,0,0,0,28,0
245,5209,1954.0,Graduation,Divorced,50002,1,21,2013-06-17,False,2,8,2,7,7,0,0,0,0,0,38,0
246,8181,1978.0,Master,Single,38593,1,42,2013-09-13,False,3,4,1,3,8,0,0,0,0,0,22,0
247,1241,1984.0,Master,Married,14796,1,1,2012-09-17,False,2,1,0,3,9,0,0,0,0,0,12,0
248,1743,1974.0,Graduation,Single,69719,0,99,2014-05-26,False,1,2,3,5,1,0,0,0,0,0,22,0
249,6387,1976.0,PhD,Together,52190,2,39,2014-08-05,False,3,2,1,3,5,0,0,1,0,0,18,2
250,1945,1962.0,Graduation,Married,71434,1,4,2013-09-18,False,3,7,4,7,4,1,0,0,1,0,42,4
251,1878,1985.0,Master,Married,23148,0,83,2014-02-18,False,1,2,0,3,7,0,0,0,0,0,12,0
252,6383,1971.0,PhD,Together,32892,1,78,2014-05-25,False,2,3,0,3,8,0,0,0,0,0,16,0
253,10160,1956.0,Master,Together,50943,1,49,2013-06-21,False,1,1,0,3,5,0,0,0,0,0,10,0
254,13,1947.0,PhD,Widow,25358,1,57,2013-07-22,False,2,1,0,3,6,0,0,0,0,0,12,0
255,626,1951.0,Graduation,Married,32871,2,28,2013-09-03,False,1,1,0,3,4,0,0,0,0,0,10,0
256,3334,1951.0,Graduation,Married,94642,0,35,2014-12-02,False,0,5,7,9,1,1,0,0,0,1,42,3
257,3595,1963.0,Graduation,Together,77226,1,29,2014-02-28,False,2,6,8,12,3,0,0,0,0,0,56,0
258,6246,1953.0,Graduation,Single,73892,0,40,2013-11-13,False,1,3,11,8,1,0,0,0,0,0,46,0
259,749,1981.0,Graduation,Together,42162,1,31,2013-11-19,False,2,3,1,3,6,0,0,1,0,0,18,2
260,7042,1983.0,Graduation,Married,36790,0,14,2013-01-03,False,1,2,1,2,9,0,0,0,0,0,12,0
261,7313,1949.0,Master,Widow,74859,0,63,2013-03-06,False,1,6,5,11,3,1,0,0,0,0,46,2
262,7378,1981.0,Master,Together,42021,1,34,2012-08-31,False,5,10,1,6,9,0,0,1,0,0,44,2
263,10936,1965.0,Graduation,Married,72190,0,79,2013-02-13,False,1,5,6,4,3,0,0,0,0,0,32,0
264,3050,1966.0,Graduation,Married,54198,2,13,2013-12-17,False,6,3,1,6,4,0,0,0,0,0,32,0
265,6616,1975.0,Graduation,Together,59481,1,47,2013-10-23,False,2,3,3,8,2,0,0,0,0,0,32,0
266,3005,1992.0,Graduation,Single,83528,0,7,2014-01-05,False,1,4,10,8,1,1,0,1,0,0,46,4
267,6289,1951.0,Master,Together,59385,2,85,2013-04-28,False,2,3,1,4,5,0,0,0,0,0,20,0
268,5552,1963.0,Master,Divorced,48721,2,50,2013-07-12,False,6,4,2,5,6,0,0,0,0,0,34,0
269,4298,1973.0,PhD,Together,20427,1,63,2014-03-24,False,1,1,0,2,8,0,0,0,0,0,8,0
270,3834,1962.0,Graduation,Single,69627,1,35,2013-03-17,False,2,8,2,11,5,0,0,0,0,0,46,0
271,3830,1953.0,Master,Married,59354,2,59,2014-04-24,False,1,4,4,7,3,0,0,0,0,0,32,0
272,3570,1969.0,PhD,Together,42731,1,64,2013-10-21,False,3,4,1,5,5,0,0,0,0,0,26,0
273,9523,1982.0,Graduation,Together,40479,1,95,2013-08-17,False,1,0,0,3,4,0,0,0,0,0,8,0
274,5585,1972.0,Graduation,Single,21359,1,1,2013-04-20,False,2,2,0,3,8,0,0,0,0,0,14,0
275,7325,1986.0,PhD,Together,38197,1,86,2013-07-12,False,1,1,0,3,5,0,0,0,0,0,10,0
276,6721,1951.0,Graduation,Married,71965,1,21,2013-07-29,False,3,6,3,5,3,0,0,0,0,0,34,0
277,7791,1967.0,Master,Married,37054,2,89,2013-09-15,False,2,1,0,3,7,0,0,0,0,0,12,0
278,10091,1956.0,Graduation,Single,60230,1,78,2013-05-20,False,2,6,3,6,5,0,0,0,0,0,34,0
279,10432,1974.0,Graduation,Divorced,19346,1,26,2014-01-30,False,1,1,0,3,8,0,0,0,0,0,10,0
280,9264,1986.0,Graduation,Married,79529,0,1,2014-04-27,False,1,4,8,9,2,0,0,0,0,0,44,0
281,8314,1982.0,Graduation,Married,79908,0,30,2013-07-12,False,1,5,6,7,2,0,0,0,0,1,38,1
282,4198,1965.0,Graduation,Together,29672,2,6,2013-12-03,False,1,0,0,3,6,0,0,0,0,0,8,0
283,2712,1956.0,Graduation,Married,71866,1,85,2013-12-25,False,1,6,3,10,3,0,0,0,0,0,40,0
284,7349,1973.0,Basic,Together,9722,1,7,2012-02-10,False,4,3,1,3,8,0,0,0,0,0,22,0
285,3641,1976.0,Graduation,Married,13624,1,93,2013-01-20,False,2,2,0,3,6,0,0,0,0,0,14,0
286,6768,1962.0,Graduation,Divorced,37859,3,75,2013-12-01,False,2,1,0,3,8,0,0,0,0,0,12,0
287,8953,1965.0,Master,Single,35791,3,94,2013-06-05,False,2,1,0,3,8,0,0,0,0,0,12,0
288,5748,1965.0,Graduation,Married,59754,1,96,2012-01-12,False,3,5,2,6,5,0,0,0,0,0,32,0
289,7274,1957.0,Graduation,Married,78618,0,87,2012-09-28,False,1,4,7,10,2,0,0,0,1,0,44,2
290,4207,1981.0,PhD,Married,87171,0,27,2013-01-05,False,1,6,7,11,2,0,0,1,0,1,50,3
291,8418,1958.0,Master,Single,38741,2,60,2014-03-30,False,2,2,0,3,7,0,0,0,0,0,14,0
292,1176,1973.0,Graduation,Married,26228,1,50,2013-09-22,False,1,1,0,2,8,0,0,0,0,0,8,0
293,5991,1949.0,Master,Married,48150,1,24,2013-08-06,False,3,5,1,4,7,0,0,0,0,0,26,0
294,1331,1977.0,Graduation,Single,35790,1,54,2013-02-01,False,2,2,0,3,7,0,0,0,0,0,14,0
295,9291,1959.0,Master,Married,34242,1,25,2014-03-23,False,1,0,0,3,5,0,0,0,0,0,8,0
296,4837,1965.0,PhD,Married,71322,1,57,2013-02-16,False,2,8,5,13,4,0,0,0,0,0,56,0
297,2909,1974.0,PhD,Married,78128,1,89,2014-02-19,False,2,8,4,6,3,0,0,0,1,1,40,3
298,6661,1974.0,Graduation,Married,67445,1,63,2012-12-08,False,5,9,6,12,6,0,0,0,0,0,64,0
299,5177,1974.0,Master,Married,58494,1,56,2013-12-12,False,2,6,2,6,6,0,0,0,0,0,32,0
300,2324,1972.0,Graduation,Together,77044,1,12,2013-10-27,False,2,7,11,11,4,0,0,1,0,0,62,2
301,8159,1968.0,Graduation,Married,51287,2,10,2014-01-04,False,3,4,1,3,7,0,0,0,0,0,22,0
302,1012,1952.0,Graduation,Single,61823,1,26,2013-02-18,False,4,8,2,10,7,0,0,0,0,0,48,0
303,9697,1951.0,Graduation,Married,53790,2,86,2014-06-03,False,3,7,2,8,6,0,0,0,0,0,40,0
304,9336,1969.0,PhD,Widow,62187,1,38,2014-03-22,False,3,6,2,10,4,0,0,0,0,0,42,0
305,2407,1982.0,Graduation,Married,69109,0,10,2012-09-11,False,1,6,6,7,4,0,0,0,0,1,40,1
306,8690,1962.0,Graduation,Married,86111,0,73,2013-04-19,False,1,5,7,10,2,0,0,0,0,0,46,0
307,4138,1962.0,Graduation,Single,76624,1,68,2014-05-24,False,1,5,10,7,1,0,0,1,0,0,46,2
308,2296,1975.0,Master,Married,37368,1,4,2013-12-16,False,1,1,0,2,6,0,0,1,0,0,8,2
309,6382,1953.0,Graduation,Together,48794,2,97,2014-06-26,False,1,1,0,3,4,0,0,0,0,0,10,0
310,10704,1969.0,Graduation,Single,54803,1,65,2012-08-21,False,2,6,2,9,4,0,0,0,0,0,38,0
311,5543,1966.0,Graduation,Together,57811,1,49,2013-06-24,False,5,7,2,11,5,0,0,0,1,0,50,2
312,4370,1966.0,Graduation,Together,43482,3,83,2013-11-13,False,3,2,0,4,6,0,0,0,0,0,18,0
313,5883,1972.0,Graduation,Married,77981,1,78,2013-05-26,False,3,7,4,7,5,0,0,0,0,0,42,0
314,2607,1953.0,Graduation,Single,40464,1,78,2013-11-01,False,6,8,2,8,8,0,0,0,0,0,48,0
315,4785,1970.0,PhD,Together,77622,2,3,2014-04-14,False,2,6,3,11,3,0,0,0,0,0,44,0
317,1764,1975.0,Graduation,Single,33955,1,92,2013-09-08,False,4,5,1,5,8,0,0,0,0,0,30,0
318,466,1944.0,Graduation,Married,65275,0,9,2013-03-04,False,1,4,3,13,2,0,0,0,0,0,42,0
319,10785,1969.0,Graduation,Married,44078,2,17,2014-06-19,False,2,2,0,3,5,0,0,0,0,0,14,0
320,7037,1974.0,PhD,Married,37087,1,50,2013-11-08,False,3,4,2,8,6,0,0,0,0,0,34,0
321,6866,1969.0,Master,Together,35924,2,56,2014-03-23,False,1,1,0,3,5,0,0,0,0,0,10,0
322,7822,1976.0,Graduation,Together,54058,1,56,2013-04-06,False,2,4,6,8,3,0,0,0,0,0,40,0
323,7960,1962.0,Master,Together,82122,0,89,2013-08-15,False,1,3,9,13,1,0,0,0,0,1,52,1
324,6749,1966.0,Graduation,Single,86358,2,78,2012-08-08,False,4,5,3,6,8,0,0,0,0,0,36,0
325,8717,1975.0,PhD,Married,80427,1,56,2012-12-09,False,1,11,8,8,5,0,0,0,0,0,56,0
326,7732,1978.0,Graduation,Married,64813,1,81,2014-02-01,False,1,7,2,10,5,0,0,0,0,0,40,0
327,4865,1974.0,Master,Divorced,53367,2,2,2013-08-31,False,7,5,1,8,7,0,0,0,0,0,42,0
328,773,1971.0,Master,Divorced,42835,2,64,2013-06-30,False,7,6,6,4,6,0,0,0,0,0,46,0
329,1139,1984.0,PhD,Married,73356,0,56,2014-06-02,False,1,5,11,5,2,1,0,1,0,1,44,5
330,271,1969.0,Graduation,Widow,40590,2,30,2013-02-10,False,5,3,4,3,6,0,0,1,0,0,30,2
331,1272,1965.0,Master,Single,55250,1,49,2012-10-21,False,4,7,5,10,5,0,0,0,0,0,52,0
332,10981,1988.0,Graduation,Married,84219,0,27,2014-02-02,False,1,3,4,10,1,0,0,0,0,0,36,0
333,3711,1944.0,Master,Married,80184,0,19,2014-01-03,False,1,6,3,10,3,1,0,0,0,1,40,3
334,1544,1967.0,Master,Divorced,81380,0,51,2012-12-22,False,1,4,2,10,2,0,0,0,0,0,34,0
335,8939,1959.0,Graduation,Divorced,61250,1,49,2012-12-16,False,6,5,2,12,5,0,0,0,0,0,50,0
336,2256,1973.0,Master,Married,27159,2,33,2014-03-29,False,2,1,0,3,6,0,0,0,0,0,12,0
337,5929,1973.0,PhD,Married,37401,1,14,2014-06-05,False,2,2,0,3,7,0,0,0,0,0,14,0
338,10104,1974.0,Graduation,Together,33590,3,65,2013-03-11,False,12,1,0,2,7,0,0,0,0,0,30,0
339,8910,1955.0,Graduation,Together,42586,2,7,2012-10-29,False,5,4,1,6,8,0,0,0,0,0,32,0
340,5863,1953.0,Graduation,Married,47703,1,95,2013-05-29,False,4,6,3,8,5,0,0,0,0,0,42,0
341,221,1955.0,Graduation,Married,48726,1,90,2013-04-27,False,3,3,2,4,6,0,0,0,0,0,24,0
342,7628,1973.0,Master,Married,43050,1,10,2014-03-18,False,2,2,0,4,5,0,0,0,0,0,16,0
343,10812,1978.0,PhD,Married,46377,1,89,2014-01-03,False,1,2,1,3,4,0,0,0,0,0,14,0
344,1277,1960.0,Graduation,Together,78468,0,29,2014-09-04,False,1,10,7,10,4,1,0,0,0,0,56,2
345,6507,1980.0,Graduation,Single,30828,1,16,2013-04-10,False,2,1,1,4,3,0,0,0,0,0,16,0
346,8749,1984.0,Graduation,Together,37235,1,68,2014-01-02,False,1,1,1,2,4,0,0,0,0,0,10,0
347,5513,1966.0,Graduation,Together,37758,2,49,2012-04-10,False,2,1,0,3,8,0,0,0,0,0,12,0
348,378,1971.0,Graduation,Married,52531,0,68,2012-12-30,False,2,7,2,10,6,0,0,0,0,0,42,0
349,4756,1952.0,Master,Divorced,63998,0,42,2013-12-20,False,1,7,6,11,4,0,0,0,0,0,50,0
350,7698,1976.0,PhD,Married,51650,1,81,2014-11-05,False,1,4,1,4,5,0,0,0,0,0,20,0
351,9283,1978.0,Graduation,Single,60199,3,49,2013-12-09,False,1,0,0,3,4,0,0,0,0,0,8,0
352,6678,1989.0,Graduation,Together,31928,1,5,2014-03-28,False,2,3,0,4,7,0,0,0,0,0,18,0
353,3732,1955.0,Master,Married,52750,1,72,2013-04-02,False,6,5,7,9,4,0,0,0,0,0,54,0
354,368,1974.0,Graduation,Married,40049,1,61,2012-11-29,False,3,3,2,6,5,0,0,0,0,0,28,0
355,9305,1976.0,Master,Single,79689,0,65,2013-12-05,False,1,4,9,13,2,0,0,0,0,0,54,0
356,405,1964.0,Graduation,Divorced,41638,1,68,2013-02-13,False,4,5,5,3,8,0,0,1,0,0,34,2
357,1291,1978.0,PhD,Together,27683,1,90,2012-04-08,False,4,6,2,4,8,0,0,0,0,0,32,0
358,8702,1976.0,Master,Together,26907,2,10,2013-08-20,False,2,1,0,3,7,0,0,0,0,0,12,0
359,4786,1977.0,Graduation,Married,75330,2,94,2012-04-10,False,4,10,3,12,6,0,0,0,0,0,58,0
360,8362,1982.0,PhD,Married,84169,0,9,2013-07-08,False,1,7,6,6,3,0,0,0,1,1,40,3
361,10479,1975.0,PhD,Married,76618,0,64,2012-07-12,False,1,3,2,5,1,0,0,0,0,0,22,0
362,8514,1976.0,Graduation,Together,29478,1,59,2014-01-17,False,1,1,0,3,6,0,0,0,0,0,10,0
363,10380,1972.0,Master,Married,37787,1,50,2013-09-20,False,1,3,0,3,8,0,0,0,0,0,14,0
364,618,1977.0,PhD,Married,69389,1,17,2012-09-28,False,1,7,2,12,4,0,0,0,0,0,44,0
365,5062,1963.0,PhD,Married,54072,2,71,2013-07-27,False,1,2,0,2,8,0,0,0,0,0,10,0
366,5544,1970.0,Graduation,Single,67384,1,32,2012-10-11,False,2,7,8,5,5,0,0,0,1,0,44,2
367,5207,1963.0,PhD,Married,53378,2,41,2012-09-24,False,10,9,4,6,8,0,0,0,0,0,58,0
368,10446,1957.0,PhD,Married,82017,0,58,2012-07-11,False,1,5,4,7,2,1,0,0,1,1,34,5
369,6460,1982.0,Graduation,Married,28718,1,78,2013-07-13,False,2,2,0,3,8,0,0,0,0,0,14,0
370,4472,1970.0,PhD,Divorced,35682,1,34,2014-06-27,False,1,1,1,3,2,0,0,0,0,0,12,0
371,73,1953.0,PhD,Single,51411,3,81,2013-05-26,False,1,0,0,3,5,0,0,0,0,0,8,0
372,4356,1971.0,Graduation,Together,71819,1,70,2013-08-28,False,3,3,3,5,6,0,0,0,1,1,28,3
373,1446,1956.0,Master,Single,86424,0,12,2014-05-04,False,1,6,9,12,1,0,0,0,0,0,56,0
374,3525,1970.0,Graduation,Together,38200,2,19,2012-07-12,False,1,1,0,2,7,0,0,0,0,0,8,0
375,4094,1961.0,Graduation,Married,60544,2,92,2012-08-25,False,4,5,1,5,6,0,0,0,0,0,30,0
376,5012,1989.0,Graduation,Married,28691,1,56,2013-04-07,False,1,1,0,3,8,0,0,0,0,0,10,0
377,7196,1950.0,PhD,Married,41145,2,20,2014-08-02,False,1,0,0,3,3,0,0,0,0,0,8,0
378,6461,1969.0,Master,Single,62772,1,74,2013-05-19,False,1,5,6,11,2,0,0,0,1,0,46,2
379,1859,1972.0,Master,Married,75251,0,34,2012-08-27,False,1,7,6,5,5,0,0,0,0,0,38,0
380,10676,1982.0,Graduation,Married,63211,0,3,2012-02-11,False,2,3,8,7,2,0,0,0,0,0,40,0
381,2736,1978.0,Graduation,Married,73807,1,88,2013-02-01,False,2,5,5,11,2,0,0,0,0,0,46,0
382,4764,1952.0,Master,Together,40442,2,52,2012-08-19,False,4,3,1,4,7,0,0,0,0,0,24,0
383,3667,1969.0,Graduation,Married,80952,0,20,2013-02-28,False,1,8,5,11,8,1,0,0,1,1,50,5
384,4391,1968.0,Master,Divorced,63841,1,64,2013-04-21,False,1,9,3,9,6,0,0,0,0,0,44,0
385,5287,1973.0,Graduation,Married,34961,1,77,2014-06-19,False,3,3,1,3,7,0,0,0,0,0,20,0
386,7901,1971.0,Master,Married,34109,1,39,2013-06-11,False,1,0,0,3,4,0,0,0,0,0,8,0
387,1175,1983.0,Master,Married,36262,0,24,2013-09-20,False,1,3,5,3,6,0,0,1,0,0,24,2
388,2447,1979.0,Graduation,Together,30545,1,71,2012-10-17,False,2,2,0,3,7,0,0,0,0,0,14,0
389,7786,1986.0,PhD,Single,29999,1,22,2013-02-13,False,4,3,1,4,8,0,0,0,0,0,24,0
390,10521,1977.0,Graduation,Married,54809,2,0,2013-11-09,False,4,2,1,5,4,0,0,0,0,0,24,0
391,1744,1965.0,Basic,Single,23529,1,67,2013-07-01,False,1,1,1,2,6,0,0,0,0,0,10,0
392,7165,1972.0,Graduation,Together,64474,1,59,2013-10-22,False,2,8,2,10,5,0,0,0,0,0,44,0
393,8182,1984.0,Graduation,Married,23228,1,91,2014-05-01,False,4,3,0,4,8,0,0,0,0,0,22,0
394,9750,1961.0,PhD,Divorced,64325,1,41,2013-07-02,False,5,10,3,5,7,0,0,0,0,0,46,0
395,2579,1957.0,Graduation,Married,71113,1,95,2013-12-17,False,4,6,7,9,4,0,0,0,0,0,52,0
396,7723,1979.0,Graduation,Together,75507,0,56,2014-02-05,False,1,8,6,6,3,0,0,0,0,0,42,0
397,7300,1952.0,Graduation,Divorced,69142,1,50,2014-06-29,False,3,8,1,7,5,0,0,0,1,0,38,2
398,10681,1970.0,Master,Married,62466,1,13,2014-01-15,False,5,6,3,12,4,0,0,0,0,0,52,0
399,2109,1990.0,Graduation,Single,96843,0,60,2013-04-23,False,1,6,11,10,2,0,0,0,0,1,56,1
400,5237,1950.0,PhD,Single,48767,3,79,2014-01-01,False,3,2,1,3,5,0,0,0,0,0,18,0
401,807,1969.0,Master,Together,44602,2,35,2014-02-15,False,6,6,1,4,8,0,0,0,0,0,34,0
402,7409,1970.0,Graduation,Together,53187,1,66,2013-10-26,False,2,4,1,6,5,0,0,0,0,0,26,0
403,6730,1954.0,Graduation,Married,38998,2,92,2012-03-11,True,3,2,0,3,8,0,0,0,0,0,16,0
404,8773,1971.0,Master,Together,57420,1,22,2013-06-25,False,3,5,1,6,7,0,0,0,1,0,30,2
405,9988,1976.0,Master,Single,70379,1,84,2013-03-03,False,3,6,3,13,4,0,0,0,0,0,50,0
406,49,1970.0,Graduation,Single,20587,1,39,2014-11-05,False,1,1,1,2,7,0,0,0,0,0,10,0
407,7617,1974.0,Graduation,Single,42373,2,83,2013-08-15,False,5,2,1,5,5,0,0,0,0,0,26,0
408,9262,1984.0,Master,Together,32414,0,11,2013-04-07,False,1,1,0,3,7,0,0,1,0,0,10,2
409,9493,1980.0,PhD,Single,76412,0,15,2013-05-05,False,1,5,4,8,3,1,0,0,0,1,36,3
410,4268,1959.0,Graduation,Married,53154,1,50,2014-09-06,False,1,3,1,4,4,0,0,0,0,0,18,0
411,11100,1972.0,Graduation,Divorced,51813,2,37,2013-11-04,False,2,2,0,3,7,0,0,0,0,0,14,0
412,2416,1969.0,PhD,Single,66582,0,83,2014-03-03,False,1,2,8,9,1,0,0,0,0,0,40,0
413,1044,1953.0,Graduation,Together,58398,0,44,2013-05-14,False,3,5,4,8,4,0,0,0,0,0,40,0
414,4114,1964.0,Master,Married,79143,0,2,2012-11-08,False,1,6,9,13,3,0,0,0,0,0,58,0
415,9010,1972.0,Master,Married,83151,0,80,2013-10-02,False,1,5,7,10,2,1,0,1,0,1,46,5
416,4832,1979.0,Graduation,Married,27244,1,84,2014-07-03,False,2,2,2,2,7,0,0,0,0,0,16,0
417,10402,1967.0,Graduation,Married,35441,2,94,2013-02-14,False,2,1,0,3,8,0,0,0,0,0,12,0
418,8588,1961.0,Graduation,Married,60544,2,92,2012-08-25,False,4,5,1,5,6,0,0,0,0,0,30,0
419,7141,1986.0,Master,Single,21888,1,15,2012-12-29,False,4,5,1,2,10,0,0,0,0,0,24,0
420,2926,1952.0,Master,Together,55951,1,62,2012-08-23,False,3,3,6,11,8,0,1,0,1,0,46,4
421,10489,1973.0,Graduation,Married,92955,0,35,2013-08-19,False,1,6,7,9,2,1,0,0,0,1,46,3
422,3220,1983.0,Graduation,Married,39922,1,30,2013-02-14,False,2,3,0,4,8,0,0,0,0,0,18,0
423,2452,1971.0,Graduation,Together,34600,2,8,2013-01-01,False,5,5,2,5,8,0,0,0,0,0,34,0
424,1502,1983.0,Graduation,Together,28427,1,67,2013-03-21,False,2,2,0,3,8,0,0,0,0,0,14,0
425,6428,1950.0,PhD,Widow,76842,0,37,2014-03-05,False,1,1,8,7,0,0,0,0,0,0,34,0
426,5734,1974.0,PhD,Married,61917,2,83,2013-11-20,False,1,2,0,4,5,0,0,0,0,0,14,0
427,2861,1983.0,Graduation,Single,24072,1,79,2013-04-16,False,1,1,0,2,8,0,0,0,0,0,8,0
428,2639,1966.0,Graduation,Single,43602,2,45,2014-10-01,False,3,3,1,2,6,0,0,0,0,0,18,0
429,78,1969.0,Graduation,Married,25293,1,51,2013-09-15,False,1,1,1,2,8,0,0,0,0,0,10,0
430,574,1964.0,Graduation,Married,42523,0,96,2014-04-23,False,1,1,1,4,2,0,0,0,0,0,14,0
431,3066,1975.0,PhD,Together,61905,1,2,2014-04-02,False,2,4,2,4,5,0,0,0,0,0,24,0
432,1071,1976.0,PhD,Divorced,70179,1,10,2013-07-21,False,3,7,3,13,5,0,0,0,0,0,52,0
433,5025,1979.0,Graduation,Single,48526,1,32,2013-12-24,False,1,2,1,4,3,0,0,0,0,0,16,0
434,7250,1978.0,Graduation,Together,57867,1,48,2013-01-10,False,7,7,2,9,6,0,0,0,0,0,50,0
435,10490,1969.0,PhD,Married,51039,2,11,2012-10-12,False,2,6,2,4,7,0,0,0,0,0,28,0
436,6376,1979.0,Graduation,Single,57537,1,83,2013-10-06,False,4,4,3,8,4,0,0,0,0,0,38,0
437,948,1971.0,Graduation,Single,10245,1,32,2013-05-15,False,3,1,2,2,5,0,0,0,0,0,16,0
438,5534,1975.0,Master,Married,47808,1,30,2013-10-20,False,2,3,2,3,7,0,0,1,0,0,20,2
439,4992,1975.0,Master,Together,17459,1,12,2013-09-19,False,3,3,1,2,7,0,0,0,0,0,18,0
440,6673,1965.0,Graduation,Single,23478,0,51,2013-03-19,False,1,3,0,3,8,0,0,0,0,0,14,0
441,7010,1965.0,Master,Married,70924,0,41,2014-07-04,False,1,6,6,7,3,0,0,0,0,1,40,1
442,10701,1973.0,Graduation,Married,65308,0,60,2013-11-09,False,1,7,8,12,4,1,0,0,0,1,56,3
443,9723,1960.0,Graduation,Married,67716,1,8,2013-10-01,False,4,7,4,13,5,0,0,0,1,0,56,2
444,4333,1954.0,Graduation,Together,32144,2,76,2014-03-23,False,4,2,1,3,7,0,0,0,1,0,20,2
445,10888,1961.0,Graduation,Single,45938,0,46,2013-03-11,False,2,8,4,6,6,0,0,0,0,0,40,0
446,10401,1976.0,Master,Together,26326,0,12,2013-04-09,True,1,0,0,3,3,0,0,0,0,0,8,0
447,6977,1974.0,Graduation,Together,75702,1,87,2012-10-14,False,1,10,5,13,6,0,0,0,0,1,58,1
448,9543,1985.0,Graduation,Married,19986,1,74,2013-11-14,False,1,0,0,3,7,0,0,0,0,0,8,0
449,2114,1946.0,PhD,Single,82800,0,23,2012-11-24,False,1,7,6,12,3,1,0,0,0,1,52,3
450,5046,1958.0,Graduation,Divorced,78331,1,97,2014-01-23,False,2,10,6,7,4,0,0,0,0,0,50,0
451,1142,1953.0,PhD,Married,55707,1,91,2013-12-22,False,2,3,2,9,3,0,0,0,0,0,32,0
452,10403,1978.0,Graduation,Together,16531,1,43,2014-06-18,False,3,3,0,3,7,0,0,0,0,0,18,0
453,6958,1977.0,Master,Married,27889,1,42,2013-05-07,False,1,1,1,2,6,0,0,0,0,0,10,0
454,9973,1963.0,Graduation,Married,50437,2,28,2012-10-17,False,3,7,1,8,7,0,0,0,0,0,38,0
455,1409,1951.0,Graduation,Together,40689,1,69,2013-03-18,False,7,7,1,5,8,0,0,0,0,0,40,0
456,7646,1989.0,Graduation,Single,64449,1,70,2014-02-18,False,4,5,3,12,4,0,0,0,0,0,48,0
457,10340,1984.0,Graduation,Together,35196,1,68,2012-11-13,False,6,6,1,5,8,0,0,0,0,0,36,0
458,10001,1985.0,Master,Together,7500,1,98,2012-01-08,False,4,2,1,3,9,0,0,0,0,0,20,0
459,6203,1947.0,Graduation,Together,74485,0,58,2013-07-12,False,1,6,7,12,3,0,0,0,0,0,52,0
460,10573,1953.0,Graduation,Divorced,62551,0,27,2013-11-18,False,1,6,7,4,3,0,0,1,0,0,36,2
461,4385,1981.0,PhD,Single,36038,1,82,2013-05-31,False,2,3,0,3,6,0,0,0,0,0,16,0
462,9925,1981.0,PhD,Together,39665,1,97,2013-05-25,False,3,4,2,3,7,0,0,1,0,0,24,2
463,5642,1979.0,Master,Together,62499,1,0,2013-09-12,False,2,3,1,6,4,0,0,0,0,0,24,0
464,2521,1971.0,Master,Married,35178,1,10,2013-10-01,False,1,1,1,2,7,0,0,1,0,0,10,2
465,2181,1970.0,Graduation,Married,70617,0,45,2013-06-23,False,1,3,3,7,2,0,0,0,0,0,28,0
466,8315,1995.0,Graduation,Single,34824,0,65,2014-03-26,False,1,1,0,2,6,0,0,0,0,0,8,0
467,1321,1974.0,Graduation,Married,26067,1,49,2013-04-11,False,3,3,0,3,8,0,0,0,0,0,18,0
468,4070,1969.0,PhD,Married,94871,2,99,2012-01-09,False,1,8,5,4,7,0,0,0,1,1,36,3
469,387,1976.0,Basic,Married,7500,0,59,2012-11-13,False,1,2,0,3,8,0,0,0,0,0,12,0
471,10505,1960.0,Master,Together,73113,0,86,2013-12-26,False,1,3,4,7,2,0,0,0,0,0,30,0
472,8148,1956.0,Master,Together,50898,2,88,2013-08-01,False,13,6,2,12,5,0,0,0,0,0,66,0
473,8086,1959.0,Graduation,Married,42243,2,34,2013-11-12,False,2,2,0,3,7,0,0,0,0,0,14,0
474,4088,1962.0,PhD,Together,31497,1,22,2012-06-12,False,2,3,1,4,8,0,0,0,0,0,20,0
475,10424,1968.0,Graduation,Single,75922,0,60,2013-09-12,False,1,4,4,9,1,0,0,0,0,0,36,0
476,6619,1978.0,Graduation,Married,38415,2,91,2013-02-01,False,2,1,0,3,7,0,0,0,0,0,12,0
477,2495,1974.0,Master,Married,83891,1,24,2014-06-20,False,1,4,7,10,1,0,0,0,0,0,44,0
478,5371,1989.0,Graduation,Single,21474,1,0,2014-08-04,False,2,3,1,2,7,0,0,1,0,0,16,2
479,7807,1974.0,Graduation,Married,44989,1,26,2012-12-09,False,13,5,1,5,6,0,0,0,0,0,48,0
480,2157,1972.0,Graduation,Together,26290,2,49,2013-12-01,False,4,2,0,4,6,0,0,0,0,0,20,0
481,5796,1963.0,Graduation,Married,77437,0,70,2013-11-26,False,1,4,5,13,1,0,0,0,0,1,46,1
482,5324,1981.0,PhD,Married,58293,1,94,2014-01-19,False,5,5,3,6,5,0,0,0,0,0,38,0
